nome,valor,cpf,matricula,inclusao
Arthur Oliveira,883.56,492.471.147-05,21154,6/7/2019
Alex Lima,744.62,657.195.142-87,13972,6/29/2019
Emily Cardoso,925.57,240.855.676-75,45015,6/5/2019
Carla Dias,774.28,283.708.974-52,17035,6/7/2019
Fábio Dias,502.84,702.162.491-39,12347,6/28/2019
Bianca Cunha,672.25,286.267.097-90,30537,6/16/2019
Luís Santos,877.46,956.962.780-86,45859,6/3/2019
Alex Pereira,387.26,666.393.744-80,10792,6/18/2019
Ana Rodrigues,396.34,526.395.200-75,26112,6/11/2019
Livia Correia,525.09,676.064.521-99,44607,6/1/2019
Rebeca Martins,336.48,497.033.642-33,39998,6/30/2019
Victor Ribeiro,268.69,921.302.957-89,46159,6/7/2019
Vitória Ribeiro,433.90,391.650.737-03,12497,6/22/2019
Lara Azevedo,648.36,814.500.929-42,13879,6/12/2019
Fernanda Ribeiro,784.47,330.814.605-30,13908,6/16/2019
Larissa Goncalves,560.92,219.410.445-30,34442,6/18/2019
Manuela Rocha,279.50,217.517.703-38,10652,6/6/2019
Gabriel Dias,668.63,815.062.927-04,26545,6/29/2019
Luiz Azevedo,382.19,737.554.480-84,29045,6/16/2019
Breno Santos,467.72,542.588.008-13,10970,6/13/2019
Mateus Cunha,145.35,856.176.618-25,46819,6/1/2019
Gabrielly Gomes,737.84,241.971.494-68,35244,6/15/2019
Leonor Barros,813.79,271.183.693-22,44971,6/25/2019
Yasmin Martins,168.38,667.755.670-06,23547,6/1/2019
Beatrice Souza,755.95,174.837.756-61,13340,6/28/2019
Julieta Cardoso,217.17,101.215.722-93,21114,6/18/2019
Murilo Rodrigues,988.76,203.994.467-29,10740,6/11/2019
Miguel Araujo,729.49,691.332.774-94,18137,6/15/2019
Tomás Martins,870.97,284.712.172-28,18016,6/21/2019
Gustavo Dias,766.47,805.052.389-69,48382,6/20/2019
Sofia Martins,345.41,989.198.512-12,20507,6/10/2019
Beatriz Cunha,428.47,713.852.366-12,40287,6/21/2019
Giovanna Barbosa,654.03,893.225.826-00,26597,6/11/2019
Nicolas Cunha,116.15,194.271.153-00,27843,6/7/2019
Melissa Araujo,881.64,305.673.273-53,38804,6/12/2019
Gustavo Oliveira,954.86,240.251.390-06,23786,6/26/2019
Kaua Barros,324.30,679.112.945-00,42739,6/6/2019
Gabriel Correia,701.06,693.842.106-41,28201,6/9/2019
Bianca Castro,825.63,606.787.821-64,24243,6/27/2019
Tiago Barbosa,591.39,644.675.938-02,24254,6/23/2019
Eduarda Martins,729.84,627.031.544-10,21910,6/6/2019
João Cavalcanti,411.85,502.115.743-41,41813,6/16/2019
Breno Pinto,968.65,469.391.560-20,15429,6/10/2019
Julieta Costa,114.12,935.741.584-08,26056,6/18/2019
Sarah Lima,825.14,279.246.380-59,31726,6/9/2019
Emilly Ferreira,237.76,238.434.939-28,12639,6/29/2019
André Goncalves,138.20,799.702.348-89,33759,6/6/2019
Arthur Cardoso,605.17,754.593.516-00,31715,6/30/2019
Aline Azevedo,779.60,678.543.076-36,34880,6/20/2019
Júlio Ribeiro,555.25,233.439.305-39,35917,6/7/2019
Vitoria Araujo,916.33,953.059.354-66,24860,6/20/2019
Thiago Ribeiro,161.18,533.436.473-06,39073,6/21/2019
Vitória Costa,105.26,502.126.874-09,21925,6/2/2019
Tânia Ferreira,996.61,682.392.030-00,39418,6/18/2019
Gustavo Rodrigues,905.28,848.536.940-80,40331,6/13/2019
Pedro Azevedo,878.57,974.015.430-10,30984,6/2/2019
Tomás Pereira,726.70,697.971.172-51,11476,6/12/2019
Breno Martins,754.54,760.867.616-71,14236,6/29/2019
Júlio Ribeiro,624.64,350.828.655-01,29131,6/30/2019
Kai Oliveira,119.88,816.016.006-23,11309,6/26/2019
Tiago Goncalves,757.29,111.680.408-50,20806,6/14/2019
Thaís Barbosa,609.65,845.525.831-40,15866,6/2/2019
Enzo Dias,557.44,463.787.307-09,38733,6/13/2019
Kauã Silva,103.73,950.732.264-70,44679,6/5/2019
Pedro Pereira,651.32,980.480.525-12,49206,6/15/2019
Paulo Oliveira,704.31,767.028.557-53,45888,6/10/2019
Brenda Rocha,740.04,465.778.155-34,48460,6/1/2019
Sofia Pinto,655.06,699.461.001-26,35359,6/1/2019
Kauê Cardoso,259.88,875.950.866-39,10791,6/21/2019
Julia Almeida,975.97,104.342.143-29,32784,6/4/2019
Felipe Barros,513.96,905.884.937-67,36422,6/12/2019
Felipe Rodrigues,485.97,609.559.571-17,45229,6/23/2019
Renan Fernandes,311.02,211.964.916-23,41007,6/17/2019
Enzo Gomes,608.78,642.314.727-26,40057,6/15/2019
Miguel Rodrigues,960.16,365.910.742-52,18989,6/1/2019
Vitór Goncalves,466.01,458.768.948-34,19171,6/7/2019
Sarah Alves,170.57,867.109.743-91,37395,6/13/2019
Luis Azevedo,792.60,377.703.666-82,19877,6/27/2019
Otávio Rocha,654.03,134.867.165-30,20841,6/14/2019
Daniel Almeida,731.02,549.944.036-00,38780,6/12/2019
Tomás Barros,987.35,143.396.737-57,39686,6/29/2019
Erick Goncalves,524.12,998.042.467-24,38203,6/30/2019
Sofia Alves,505.07,861.649.720-00,19164,6/4/2019
Nicolash Oliveira,136.29,147.575.453-12,17771,6/7/2019
Tiago Rodrigues,914.44,646.396.035-76,22073,6/7/2019
Luan Rocha,717.13,398.798.220-99,10450,6/29/2019
Gustavo Dias,196.28,958.722.176-17,23148,6/29/2019
Eduardo Araujo,153.67,942.314.119-64,20241,6/8/2019
Otávio Barros,895.92,267.927.678-75,26977,6/13/2019
Kauê Sousa,482.91,606.590.071-00,29902,6/30/2019
Rebeca Martins,148.19,756.671.015-05,48093,6/26/2019
Rafaela Pinto,104.44,704.661.388-57,37157,6/20/2019
Manuela Oliveira,190.79,748.116.849-07,28123,6/28/2019
Aline Cardoso,970.14,857.246.932-08,15474,6/26/2019
Gabriel Pereira,890.47,682.872.428-35,39483,6/21/2019
Sophia Cavalcanti,908.80,472.512.015-42,17182,6/20/2019
Gustavo Ribeiro,899.46,340.315.792-09,15058,6/18/2019
Eduardo Carvalho,904.74,639.544.298-88,20225,6/25/2019
Kauã Pereira,431.99,142.090.757-36,19656,6/11/2019
Breno Correia,841.17,482.381.322-74,37081,6/15/2019
Julia Correia,990.11,122.558.023-41,44875,6/25/2019
Carolina Souza,405.88,315.997.829-01,38290,6/30/2019
Matheus Rocha,832.55,961.989.222-43,37125,6/8/2019
Antônio Melo,970.29,915.124.325-39,41576,6/12/2019
Lucas Costa,906.50,962.610.845-21,18230,6/17/2019
Diogo Cavalcanti,654.86,261.990.239-86,29482,6/7/2019
Isabela Cavalcanti,959.01,440.788.213-16,46626,6/27/2019
Luiza Goncalves,784.31,219.382.606-43,14797,6/14/2019
Rebeca Goncalves,363.66,526.857.591-07,13395,6/7/2019
Danilo Barros,870.16,768.545.168-97,24168,6/13/2019
Luana Araujo,264.01,232.784.671-40,29779,6/7/2019
Carla Araujo,418.82,974.007.862-10,32199,6/14/2019
Júlio Sousa,626.50,513.881.776-09,20401,6/23/2019
Melissa Almeida,634.04,974.774.298-54,15363,6/6/2019
Renan Silva,154.60,218.152.954-06,20326,6/21/2019
Giovanna Barbosa,224.73,982.351.359-73,32730,6/22/2019
Brenda Azevedo,123.37,324.545.845-22,21005,6/23/2019
Breno Ferreira,242.00,708.655.890-70,38420,6/24/2019
Luis Cunha,774.23,576.896.622-69,26925,6/10/2019
Melissa Dias,817.57,658.520.296-10,31205,6/29/2019
Gabrielle Ribeiro,261.82,125.643.164-84,18576,6/23/2019
Gabriel Correia,709.09,597.644.826-78,18635,6/17/2019
Carlos Melo,246.27,628.579.022-12,47174,6/26/2019
Estevan Castro,145.07,831.768.845-32,12904,6/13/2019
João Alves,926.14,987.958.236-54,24454,6/26/2019
Joao Correia,881.78,169.185.859-59,45193,6/18/2019
Mariana Cunha,804.69,651.400.581-03,31194,6/29/2019
Giovanna Costa,680.98,184.663.957-33,28189,6/30/2019
Carolina Rodrigues,645.02,872.210.104-71,17605,6/7/2019
Luiz Fernandes,870.50,708.611.212-79,26846,6/16/2019
Vitória Sousa,188.98,722.556.179-00,21216,6/27/2019
Felipe Rocha,610.36,183.664.880-47,19596,6/1/2019
Thiago Goncalves,950.45,380.501.503-80,26543,6/10/2019
Guilherme Ribeiro,598.70,477.966.564-75,24323,6/24/2019
Carlos Carvalho,188.26,432.534.500-07,47289,6/22/2019
Lara Silva,880.87,724.876.097-88,23002,6/25/2019
Diego Fernandes,655.43,492.315.207-92,49839,6/21/2019
Mariana Cunha,553.37,757.841.639-14,18804,6/2/2019
Aline Pinto,840.47,799.255.311-01,43694,6/10/2019
Tiago Azevedo,698.18,933.815.609-56,21131,6/22/2019
Bruno Ribeiro,773.46,425.105.380-04,44428,6/22/2019
Manuela Alves,503.83,762.729.574-24,32314,6/15/2019
Luana Alves,963.67,659.926.498-08,25669,6/22/2019
Gabrielle Lima,574.87,286.298.097-87,10181,6/29/2019
Marina Costa,591.96,266.756.555-07,49627,6/25/2019
Anna Costa,537.61,960.810.150-68,44965,6/2/2019
Caio Fernandes,172.02,283.144.526-45,26124,6/6/2019
Tânia Silva,455.27,291.413.307-30,36878,6/19/2019
Kaua Cardoso,247.36,726.952.317-76,38218,6/12/2019
Gabriela Ribeiro,420.89,788.313.187-72,33234,6/6/2019
Joao Cavalcanti,414.60,188.271.773-29,48596,6/12/2019
Nicole Carvalho,914.74,205.024.054-65,39908,6/1/2019
Otávio Cavalcanti,731.74,373.955.681-17,40489,6/3/2019
Fábio Castro,349.85,500.804.254-88,35451,6/26/2019
Gabriel Correia,756.16,637.721.574-67,14096,6/20/2019
Danilo Melo,884.00,755.002.868-03,10885,6/2/2019
Douglas Cavalcanti,601.90,617.506.498-45,47833,6/27/2019
Vitória Sousa,256.83,736.140.285-26,13875,6/4/2019
Cauã Fernandes,604.73,910.271.110-92,41153,6/12/2019
Marisa Cunha,503.12,507.810.494-15,29165,6/22/2019
Larissa Souza,376.78,920.541.194-90,34189,6/26/2019
Luiza Melo,972.59,826.859.713-51,32097,6/12/2019
Antônio Correia,262.53,333.087.992-00,33059,6/3/2019
Kaua Dias,831.83,828.119.717-00,28978,6/25/2019
Tiago Lima,144.81,742.163.713-37,16823,6/24/2019
Danilo Pereira,354.41,608.902.774-00,32433,6/15/2019
Kai Costa,199.43,191.951.432-54,35763,6/2/2019
Bruna Rocha,995.35,385.948.793-00,13802,6/21/2019
Carla Alves,962.89,670.487.182-93,20116,6/4/2019
Eduarda Oliveira,122.22,552.442.104-24,22857,6/30/2019
Leila Cardoso,249.82,925.691.320-80,45772,6/17/2019
Lucas Araujo,562.03,529.204.406-75,22091,6/3/2019
Maria Dias,451.03,110.650.506-90,22188,6/27/2019
Alex Barros,756.91,841.721.667-76,16061,6/30/2019
Vitor Ferreira,198.11,801.456.305-01,14068,6/16/2019
Vitor Santos,116.82,614.629.714-31,31693,6/2/2019
Antônio Melo,937.55,895.500.445-13,47144,6/22/2019
Gabrielly Barros,934.52,222.136.777-43,13558,6/9/2019
Fernanda Ferreira,638.08,313.608.244-30,41966,6/5/2019
Otávio Cunha,823.30,166.308.787-36,24803,6/16/2019
Kauê Pereira,822.05,117.631.166-20,38919,6/12/2019
Victor Castro,219.38,910.470.859-84,12877,6/5/2019
Beatrice Rocha,578.58,687.264.050-24,31009,6/9/2019
Renan Correia,289.11,362.379.610-70,40974,6/6/2019
Estevan Barros,850.79,327.989.049-78,25073,6/1/2019
Miguel Cavalcanti,981.82,492.612.350-93,43490,6/24/2019
Felipe Gomes,481.52,541.318.888-90,45284,6/13/2019
Lavinia Cunha,461.01,108.007.662-02,42016,6/2/2019
Eduardo Barros,956.28,925.501.540-02,19923,6/8/2019
Brenda Barbosa,501.73,893.328.006-50,16273,6/10/2019
Camila Pinto,550.13,104.190.873-38,26555,6/2/2019
Isabella Carvalho,649.00,473.611.376-60,29117,6/9/2019
Tânia Martins,387.92,553.704.025-58,21796,6/22/2019
Rafaela Oliveira,326.88,466.118.819-56,22631,6/8/2019
Daniel Castro,761.71,194.008.370-20,11392,6/24/2019
Pedro Rodrigues,624.06,185.349.307-40,22579,6/14/2019
André Rocha,636.11,136.194.691-13,33060,6/13/2019
Larissa Ferreira,653.87,845.188.437-70,36103,6/22/2019
Vitoria Castro,652.54,631.373.855-12,33597,6/22/2019
João Rocha,184.20,743.149.278-28,48707,6/23/2019
Paulo Silva,538.45,574.784.122-03,30734,6/28/2019
Thaís Castro,715.09,217.619.442-07,37277,6/7/2019
Victor Gomes,805.36,557.940.884-60,15576,6/24/2019
Fábio Cunha,367.35,434.731.327-64,24172,6/24/2019
Carolina Goncalves,148.86,825.277.305-23,37974,6/26/2019
Felipe Silva,667.33,203.352.558-92,21427,6/17/2019
Leonor Araujo,884.59,364.280.346-62,48653,6/11/2019
Luis Sousa,679.58,300.327.742-14,29753,6/24/2019
Carlos Oliveira,468.67,711.594.718-00,18344,6/10/2019
Fábio Ferreira,742.94,791.498.453-14,20565,6/18/2019
Luís Cavalcanti,940.35,855.114.840-08,22931,6/7/2019
Fábio Cunha,104.73,316.484.813-70,39596,6/21/2019
Marina Carvalho,943.00,771.928.092-09,34189,6/27/2019
Livia Pinto,454.31,179.076.912-49,26258,6/1/2019
Gustavo Ferreira,536.59,891.088.526-26,15155,6/16/2019
Eduardo Ribeiro,622.25,317.105.308-04,14516,6/16/2019
Tomás Pinto,976.62,601.376.057-81,39986,6/18/2019
Eduardo Azevedo,761.42,429.971.513-68,38593,6/3/2019
Camila Carvalho,713.09,397.886.345-67,38188,6/11/2019
João Araujo,375.77,489.066.995-73,39392,6/25/2019
Marina Pinto,412.56,827.452.066-13,25912,6/22/2019
Sofia Martins,427.29,569.857.720-05,43962,6/3/2019
Camila Pereira,525.97,822.114.886-50,38055,6/11/2019
Ryan Carvalho,526.66,263.926.501-64,23159,6/8/2019
Leila Alves,566.32,333.642.804-10,37158,6/22/2019
Mariana Silva,827.38,803.980.021-85,47874,6/16/2019
Larissa Costa,881.11,716.527.095-76,28961,6/12/2019
Gustavo Pereira,488.61,403.577.774-92,41477,6/26/2019
Isabella Dias,974.54,478.768.129-02,41309,6/8/2019
Luiz Cardoso,791.66,620.719.846-84,28991,6/4/2019
Igor Castro,739.27,514.924.565-86,13102,6/27/2019
Julieta Oliveira,233.82,789.767.151-87,20432,6/9/2019
Pedro Barbosa,369.52,762.485.561-56,17644,6/24/2019
Renan Rodrigues,775.79,846.634.409-83,46745,6/15/2019
Isabella Rodrigues,852.09,830.447.361-53,36977,6/2/2019
Laura Ferreira,995.67,385.107.477-76,25349,6/25/2019
Alice Melo,636.55,972.392.226-67,23247,6/21/2019
Eduardo Souza,557.90,770.732.907-49,42816,6/20/2019
Maria Correia,555.19,638.226.509-86,28655,6/4/2019
Tânia Pinto,537.17,402.929.365-40,19107,6/27/2019
Brenda Alves,466.72,647.093.051-45,42768,6/5/2019
Sarah Ribeiro,406.11,484.637.635-45,39841,6/15/2019
Júlio Martins,207.35,901.007.746-28,36968,6/9/2019
Luan Melo,139.34,816.380.125-55,43415,6/8/2019
Emilly Carvalho,398.87,533.875.564-54,45514,6/7/2019
Caio Oliveira,934.11,729.219.073-13,26355,6/2/2019
Gabriel Rocha,851.07,172.899.850-60,12987,6/18/2019
Otávio Castro,472.85,163.268.849-26,38986,6/2/2019
Kauan Cavalcanti,406.05,366.710.151-12,45094,6/16/2019
Letícia Goncalves,244.53,778.344.982-40,48070,6/17/2019
Estevan Costa,484.29,551.790.615-04,10504,6/5/2019
Vinícius Barros,612.44,859.908.575-19,28949,6/11/2019
Kauã Cavalcanti,942.32,195.583.894-12,43132,6/2/2019
Gabrielly Dias,670.93,958.181.494-98,49510,6/2/2019
Gabriel Rodrigues,910.22,429.697.817-94,42983,6/28/2019
Gustavo Correia,624.00,754.521.944-95,47792,6/20/2019
Kauã Goncalves,687.53,266.493.661-10,17705,6/14/2019
Erick Rocha,330.12,993.113.891-29,16444,6/12/2019
Vinicius Correia,559.77,906.919.322-12,19086,6/20/2019
Diego Alves,239.38,296.144.501-93,27348,6/14/2019
Gustavo Cardoso,947.35,962.410.032-24,35894,6/13/2019
Bruna Rodrigues,370.11,477.205.328-05,44616,6/18/2019
Lucas Rocha,137.58,901.445.193-80,12140,6/13/2019
Bruna Martins,277.98,117.186.263-63,38225,6/8/2019
Júlia Cunha,861.40,927.973.689-24,34977,6/17/2019
Breno Pereira,176.65,972.434.034-17,43968,6/17/2019
Estevan Castro,133.73,231.096.142-60,12435,6/25/2019
Luiz Pereira,757.15,295.233.136-73,37364,6/2/2019
Vinicius Costa,550.07,251.247.030-08,41555,6/18/2019
Martim Oliveira,597.98,764.949.796-88,41070,6/13/2019
Carla Barros,725.14,135.821.932-09,44512,6/19/2019
Bruna Dias,432.38,896.270.388-22,45133,6/14/2019
Kauê Correia,377.63,505.905.821-27,41713,6/27/2019
Julia Oliveira,186.67,404.483.041-04,47028,6/24/2019
Carla Castro,962.25,300.923.072-99,11214,6/3/2019
Amanda Cardoso,651.81,960.688.800-28,25310,6/28/2019
Isabella Barbosa,544.63,317.642.120-61,48313,6/19/2019
Luana Azevedo,627.93,803.786.303-42,28251,6/25/2019
Emilly Oliveira,881.71,454.443.612-56,23684,6/6/2019
Igor Fernandes,492.36,671.119.868-90,33062,6/15/2019
Samuel Cardoso,835.97,123.312.139-17,18681,6/18/2019
Tomás Almeida,880.98,390.814.928-29,42039,6/14/2019
Marcos Silva,698.98,542.161.232-52,29789,6/12/2019
Joao Rodrigues,784.11,649.519.120-07,31461,6/3/2019
Luís Cardoso,466.58,382.475.927-62,35508,6/1/2019
Sophia Costa,824.13,944.899.885-67,10374,6/24/2019
Julia Pinto,714.36,236.583.420-56,16339,6/22/2019
Lucas Silva,646.36,857.108.680-00,31127,6/7/2019
Gabrielly Silva,386.13,387.064.573-39,20877,6/2/2019
Luis Lima,193.78,259.138.034-18,47705,6/8/2019
Yasmin Pereira,893.53,377.397.433-72,22078,6/2/2019
Bianca Araujo,691.81,123.074.746-09,36526,6/3/2019
Luis Alves,209.37,572.939.515-90,40978,6/5/2019
Rodrigo Silva,629.31,878.404.284-28,11515,6/21/2019
Arthur Goncalves,176.12,623.570.796-73,41157,6/15/2019
Vitór Cardoso,227.66,718.452.729-19,48320,6/29/2019
Eduardo Costa,686.01,214.748.241-29,32789,6/2/2019
Rafaela Barbosa,531.03,150.028.517-03,34859,6/4/2019
Mateus Goncalves,119.94,195.780.457-27,10917,6/24/2019
Manuela Pereira,470.37,674.993.888-40,30892,6/27/2019
Júlia Correia,748.15,382.818.866-41,20896,6/6/2019
Ana Silva,617.08,844.167.051-07,40238,6/30/2019
João Carvalho,924.34,609.436.555-01,15354,6/5/2019
Gabriela Oliveira,257.52,474.427.516-87,20585,6/19/2019
Bruno Cardoso,877.49,994.970.026-45,17950,6/9/2019
Livia Souza,823.78,290.825.253-80,34627,6/18/2019
Felipe Rodrigues,671.09,476.619.637-60,38496,6/20/2019
João Correia,705.17,776.555.312-77,30372,6/7/2019
Samuel Dias,727.81,288.473.898-36,44863,6/4/2019
Felipe Ribeiro,777.05,133.159.267-43,20015,6/18/2019
Luan Correia,301.56,827.109.919-18,19125,6/13/2019
João Costa,904.95,519.441.942-23,10770,6/10/2019
Diego Martins,600.60,752.870.232-35,41705,6/9/2019
Breno Fernandes,761.57,444.673.037-15,37398,6/26/2019
Ryan Barbosa,734.05,603.172.028-04,15834,6/4/2019
Emilly Pereira,624.15,646.121.493-35,43253,6/16/2019
Julieta Barros,542.17,651.794.160-60,17497,6/12/2019
Sophia Alves,392.36,331.081.865-90,29681,6/26/2019
Tomás Rocha,667.75,272.805.038-45,30159,6/23/2019
Emily Azevedo,492.17,480.138.126-00,40432,6/13/2019
Matilde Melo,454.42,940.249.285-20,17649,6/2/2019
Alex Ribeiro,120.37,294.198.935-88,14105,6/18/2019
Giovana Barbosa,585.55,966.232.848-34,28915,6/7/2019
Luiza Fernandes,946.96,697.184.771-79,35153,6/24/2019
Camila Araujo,299.32,958.516.484-14,47953,6/2/2019
Marina Lima,888.40,673.767.681-22,47701,6/15/2019
Ana Ferreira,324.66,952.435.478-08,12784,6/20/2019
José Cunha,191.86,116.805.754-06,48456,6/6/2019
Júlio Alves,690.93,287.522.669-07,17784,6/1/2019
Vitor Pinto,559.73,180.275.104-14,27713,6/25/2019
Renan Santos,910.84,824.631.011-99,25305,6/8/2019
Sofia Fernandes,781.98,923.187.028-96,17947,6/19/2019
Vinicius Dias,188.70,739.518.037-20,41359,6/17/2019
Raissa Santos,971.54,146.775.666-07,49873,6/26/2019
Kauê Cunha,605.48,934.164.758-44,44943,6/23/2019
Nicole Azevedo,218.36,309.778.251-67,40785,6/1/2019
Maria Souza,462.07,391.372.249-13,23027,6/2/2019
Kauan Alves,447.14,184.253.244-83,11369,6/16/2019
Nicolas Araujo,515.24,133.286.295-05,30787,6/10/2019
Estevan Azevedo,785.02,736.083.462-79,18910,6/15/2019
Isabelle Araujo,324.47,889.727.626-10,27913,6/3/2019
Kauê Fernandes,310.06,500.361.495-00,42646,6/28/2019
Ryan Ribeiro,490.69,132.945.240-21,22633,6/11/2019
Beatriz Cavalcanti,813.20,257.880.565-27,18288,6/7/2019
Melissa Lima,547.65,172.068.948-28,25830,6/3/2019
Rafaela Ribeiro,374.77,346.986.119-62,48096,6/10/2019
Camila Lima,858.00,980.666.188-59,21581,6/5/2019
Kauã Cavalcanti,173.78,144.279.893-90,36713,6/1/2019
Thiago Lima,838.52,564.438.569-88,29718,6/23/2019
Gustavo Melo,158.72,748.088.623-36,40647,6/7/2019
Carolina Gomes,230.78,185.874.663-99,14338,6/28/2019
Martim Martins,810.04,639.676.622-17,37836,6/1/2019
Carolina Dias,990.44,878.654.134-08,33555,6/13/2019
Kai Barros,500.13,306.863.985-99,17936,6/19/2019
Mariana Ferreira,215.44,542.833.319-70,10214,6/12/2019
Vinicius Silva,430.03,383.689.383-50,20484,6/13/2019
Samuel Silva,637.61,756.053.350-73,39867,6/10/2019
Matilde Pinto,713.10,112.022.820-40,33821,6/2/2019
Joao Costa,833.54,513.811.329-10,46601,6/24/2019
Brenda Lima,548.03,667.630.399-05,32198,6/5/2019
Ágatha Rocha,364.18,686.366.935-86,36700,6/1/2019
Vinicius Souza,693.17,607.074.460-82,21793,6/15/2019
Nicolash Correia,643.11,782.415.176-02,19785,6/8/2019
Letícia Correia,626.23,179.985.611-90,17518,6/21/2019
Vitór Pereira,675.54,672.501.134-96,24468,6/27/2019
Julia Pinto,959.89,946.727.046-37,47899,6/25/2019
Julian Almeida,468.01,225.672.266-05,36979,6/23/2019
Luis Rodrigues,930.36,611.742.398-59,38238,6/17/2019
Aline Ferreira,874.21,173.595.985-59,29414,6/24/2019
Lara Alves,494.09,222.391.819-07,47001,6/2/2019
Raissa Cunha,522.67,514.283.627-89,13386,6/25/2019
Kai Oliveira,765.19,369.543.158-00,49351,6/3/2019
Luis Ferreira,393.45,848.723.755-05,25710,6/25/2019
Arthur Alves,483.48,519.337.450-61,11321,6/24/2019
Vitoria Araujo,859.78,670.646.612-33,14433,6/1/2019
Júlio Araujo,343.92,700.817.442-00,21115,6/13/2019
Marisa Barbosa,352.21,229.188.582-00,27304,6/20/2019
Júlia Ferreira,722.81,488.519.973-57,16857,6/24/2019
Mariana Cavalcanti,117.74,117.646.516-34,13026,6/8/2019
Eduardo Martins,415.37,126.237.746-33,21625,6/4/2019
Davi Barbosa,719.78,144.453.956-68,40338,6/4/2019
Gabriela Barbosa,263.99,546.162.373-52,17747,6/23/2019
Danilo Gomes,911.12,684.886.060-36,33006,6/19/2019
Daniel Azevedo,792.41,838.123.313-57,46757,6/15/2019
Gabriela Araujo,667.35,317.675.748-43,33316,6/2/2019
José Rodrigues,952.86,221.476.179-97,21675,6/30/2019
Mariana Alves,590.59,971.971.247-35,32933,6/26/2019
Miguel Ferreira,502.18,711.211.618-04,45393,6/5/2019
Rafaela Pinto,280.95,877.252.267-45,27823,6/4/2019
Erick Alves,607.27,547.102.920-86,23234,6/25/2019
Pedro Melo,719.08,864.365.202-44,38888,6/20/2019
Paulo Dias,460.60,296.212.930-73,10033,6/7/2019
Tiago Castro,654.40,940.186.294-00,42838,6/24/2019
Arthur Pinto,270.73,956.094.417-73,31760,6/9/2019
Gabriela Ferreira,734.90,239.641.803-35,11163,6/7/2019
Julieta Melo,816.07,903.481.734-23,15637,6/19/2019
Anna Cunha,668.85,468.281.308-04,36243,6/29/2019
Rafael Alves,546.07,812.138.838-49,30984,6/23/2019
Davi Rocha,856.78,329.501.783-24,46719,6/17/2019
Eduarda Barros,506.55,151.355.832-38,18707,6/1/2019
Alice Gomes,217.69,541.138.419-26,16367,6/26/2019
Kauê Costa,617.32,435.312.071-99,15284,6/11/2019
Marcos Rodrigues,554.24,420.863.674-22,40189,6/20/2019
Evelyn Santos,126.42,258.968.478-90,46461,6/1/2019
Julieta Pinto,423.15,107.349.631-73,20125,6/16/2019
Gabriela Araujo,253.87,183.768.455-35,16853,6/25/2019
Matheus Ferreira,281.68,609.138.175-03,36981,6/27/2019
Leila Alves,885.29,590.015.839-03,39553,6/14/2019
Nicolash Ferreira,187.68,835.089.557-88,30020,6/23/2019
Kauã Martins,709.64,426.240.082-41,37183,6/15/2019
Daniel Martins,517.43,701.993.830-22,15146,6/5/2019
Emilly Cunha,818.33,106.013.726-70,31130,6/13/2019
Melissa Rocha,321.41,131.099.945-77,41974,6/16/2019
Letícia Rodrigues,504.49,204.826.048-91,30844,6/10/2019
